name,line
Mort, I can't believe I'm out 34 grand!
Peter," I can't believe it's not butter! {laughing} Stick around, more Family Guy comin' up!"
Lois," Peter, how could you have tried to sell our daughter?"
Peter," Alright, Lois. I don't want this to ruin our date night, so I'll make it up to ya."
Lois," Oh, Peter. {reading the card} ""I'm sorry I tried to sell our daughter""."
Peter," Yeah, you dunno how hard it was to find one of those in English."
Stewie," Ahh, tonight the babysitter comes, Rupert. Lovely LaDonne. Mmm..."
Stewie," {imitating conversation} Oh, hey LaDonne. Hey, what's goin' on? How are you? Yea. Oh, just me, Stewie. Just, uh, bein' myself. Uh...yea..Oh, uh, wha, this here? Just my package. Yea, just, just uh, just uh, my package. God delivered it, I signed for it, the world keeps on spinning. Yea."
LaDonne, Oh no! {laughs}
Stewie," Oh, Jenga, there it is! {laughs} Oh well, I guess that's why they call it Jenga, Mm? {laughs again}"
LaDonne, Stewie! You are so cute I can't even stand it!
Stewie," Oh, thank you. I'm having a good time too. I hope I don't make any social faux pas, like I did at Pamela and Tommy Lee's dinner party."
Stewie," Hi, Sorry I'm late. I was visiting my aunt in the hospital, she has hep...atitis...Oooo, sorry."
Cecilia, Neil is such an amazing guy. We just make an absolutely perfect couple.
Meg," Y'know, Neil liked me first. And I WAS gonna go out with him when I was ready to settle for him. Get your own spaz!"
Gym teacher," All right, ladies, enough chit-chat. Take it off, get in the shower, and bounce around for me."
Lois," Sweetie, your daddy and I are going to the movies tonight. How would you like LaDonne to babysit?"
Stewie," YES! Oh, I'm going to wow her tonight, Rupert. I'm gonna be cooler than Brian when he hangs out at the bowling alley."
Brian," That's what I love about high school girls, I keep gettin' older, they stay the same age {chuckles}, yes they do, yes they do."
Meg, Please go out with me. I'm just trying to make Neil jealous. I promise I'll pay and everything.
GUY," Yeah, uh, that sounds cool, but I'm gonna be in the hospital that night."
LaDonne," Hi, gorgeous man."
Stewie," Oh, you. Must I lock up your tongue with the rest of the silver? {laughs}"
LaDonne," Stewie, this is Jeremy."
Jeremy," Hey, little man. So you're the guy who's been trying to steal my girlfriend."
Stewie," Wha-you...GIRLFRIEND?! Oh, what kind of sick, twisted game are you playing at?"
LaDonne, Stewie sounds a little cranky. I'll put him to bed.
Stewie," HA! I got your hat! Take that, hatless! Now go back to the quad and resume your hackey-sack tourney! I'm not going to lie down for some frat boy bastard with his damn Teva sandals and his Skoal Bandits and his Abercrombie and Fitch long-sleeve, open stitched, crew-neck henley smoking his sticky buds out of a soda can while watching his favorite downloaded Simpson episodes every night! Yes, we all love Mr. Plow - oh, you've got the song memorized, do you? SO DOES EVERYONE ELSE! That is exactly the kind of idiot you see at Taco Bell at one in the morning - the guy who just whiffed his way down the bar-skank ladder."
LaDonne," Goodnight, Stewie."
Stewie," If he wants to throw hands, I'll throw hands! I tell you...{LaDonne puts a pacifier in Stewie's mouth}"
Meg," Oh, hey. Neil and Cecilia. I didn't expect to see you here! Meet Jake, my boyfriend!"
Jake, I want some BB's! My dad lets me shoot at cats!
Cecilia," Oh! Hi Meg! Neil and I are celebrating our two-week anniversary! Oh, it seems like only yesterday he was only a stranger videotaping me through the window."
Meg, Big deal. He did that to me 3 years ago. AND he gave me the tapes for Christmas.
Cecilia," He gave me DVDs. The production values were amazing, much better than Kramer vs. Predator."
Kramer, You want him back? You can't just dissapear for three months and suddenly decide you want him back! You can't have him! {swipes a glass of wine into the wall}
Meg," Well, I'm glad Neil's over me anyway. I'm with Jake now. Right, Jake?"
Jake, Maybe someday we'll get married and you can go up on me.
Meg, Neil! I want to be your girlfriend!
Neil, What?
Meg, I was wrong to drive you away. We belong together.
Neil, Of course I'm understandibly skeptical of your newfound affection for me.
Meg, You still got that contract our dads drew up?
Meg, Gimme that!
Cecilia, {talking to Jake} You wanna hook up?
Jake, BUY ME SOMETHING!
Meg, I can't believe we're going out. This is so cool!
Meg," Neil, Neil, n-not so fast."
Neil," {laughs} Uh, Meg, you need to fufill your contractual obligations."
Meg, What are you talking about?
Neil," All right, Meg, according to the contract, every night, you have to put on my pajamas. My mom's record is 12 seconds."
Meg," Neil, I think you're old enough to-"
Neil, {cutting Meg off} GO!
Stewie," Oh, LaDonne, I thought we could watch a DVD together. I picked up the first season of Jiminy Glick, oh, imagine being that guy for a day."
Stewie," {Stewie keeps changing positions on the chair} Colin Farrell! So, I was talking to my wife, Dixie, the other day, and she was saying that you weren't a very good actor. And I agreed with her. Now, now why, now why Colin? Why would we both say that?"
Stewie," All right, that's it! Jeremy must be destroyed!"
Jeremy, Mom?
Jeremy, Dad? Mom? Is anyone there.
Jeremy, Uh...little man? Y-you in here?
Stewie," I say, I think this is how you change a tire, but what would I know? I'm just a baby!"
Stewie," Here's your iPod, so you can listen to The Streaks while you gasp for air!"
Stewie," Oh, The Strokes, right."
Mort," Boy, this was a better aquisition than I thought. We may even be able to put in some sorghum this year."
Stewie," So, uh, anyway, um, hey! I made you a mix tape! I don't have a dual cassette player, so I had to hold the tape recorder up to the radio, so the quality's kinda sucky, but, y'know, all the songs describe my feelings."
LaDonne," I'm sorry, Stewie. I'm just upset. Jeremy stopped calling me."
Stewie," HE WHAT? That blaggard! Oh, come here, let me just, let me just hold you for a while."
LaDonne," Stewie, NO! That is a bad place to touch! No! No no no no no no no."
Stewie, B-But...but I...I...you...I...Waaaaaaaah! [Stewie starts crying]
LaDonne, No more TV!
Stewie," Well, how about no more job? Hmm? You hear that miss fussybritches? I shall see you fired, damn you! I thought we were going to go all the way and die together like Hitler and Eva Braun!"
Hitler," We do everything together, ja?"
Eva, Ja.
Hitler, You got your poison?
Eva, Mmm.
Hitler," Ok, one...two...three."
Hitler, You didn't do it!
Eva, You didn't do it either!
Hitler," Ok, ok, all right, this time we really have to do it. Ok, ready? Ok."
BOTH," One, two..."
EVA, You want me to kill myself and you're not going to! You suck! You suck!
HITLER, You suck!
Brian," Hey Stewie, there's something thunkin' around in the trunk of my car and I can't get in there because somebody busted the lock. You have, uh, any idea what that's about?"
Stewie," Oh? Oh, that, pfft. It's this whole, it's this whole crazy thing."
Lois," Hey, this is not a barn, young lady."
Meg," Ugg, I'm just so exhausted! You know, I thought I'd be happy being with Neil, but I'm not! This is horrible! {starts crying}"
Lois," Oh, sweetheart, we'll figure out some way to get you out of this. Brian, did you find any loopholes in the contract?"
Brian," Nope, it's airtight. The only way out is if Neil commits an infidelity."
Peter," Well, that's it then, we gotta find somebody to seduce Neil."
Lois," Who, me?"
Peter," Well, if not you Lois, than who? Beverly D'Angelo? Cause I don't think she'd do it. And I don't even know how to get a hold of her."
Stewie," Oh, hello, LaDonne. Listen, I certainly hope you'll excuse last night's indescretion, it was just--oh my God, LaDonne! What's that on your neck?"
Stewie," LOIS! Oh thank God you're here, Lois! It was all her friends, they, they were doing marijuana and heroin! (pronounces it ""haro-een"" and marijuana, ""mara-ju-ana"") And they were taking Exema and touching each other!"
Lois," LaDonne, wake up this instant! {kicks LaDonne}"
LaDonne, Wha? I dunno...
Lois, You know what? Don't bother LaDonne! You are fired!
LaDonne," Well, I really don't know how this happened, but I guess this is the last time I get to see you. I'm...I'm gonna miss you, little guy. Oh {reaches into purse, pulls out a tape} this is for you."
Stewie," She...she made me a mix tape?! Oh dear God, what have I done?! I've made a terrible mistake!"
Peter," All right, you all set honey?"
Lois," {from inside the room} Oh, I can't believe I'm doing this. It's so disgusting, but it's for my little girl."
Meg," Dad, how do you know Neil will show up?"
Peter," Don't worry, Meg. I sent him an invitation he couldn't refuse."
Neil, Hmm....strange...these conventions usually have Segway parking.
Neil, Hello? Am I too late for the Q and A?
Lois," Yeah, but you're just in time for the T and A. {growls}"
Neil, Mrs. Griffin! What are you--
Lois," Shh, you can call me Mystique."
Neil, Mrs. Griffin! This is wrong!
Peter," Well, well, well. Look at this, Meg. Your boyfriend is violating both your contract and my wife."
Neil," Meg! I wasn't doing anything! Mrs. Griffin was just-- OWW, you're bending it."
Meg, I don't care. You've nullified the contract. I'm free! {laughs}
Neil," Free? I don't understand, Meg. You don't want to be my girlfriend?"
Meg," Well, I thought I did, but I guess I was just jealous."
Neil," I see. Well, Meg, I want you to be with me because you WANT to be with me, not because you have to."
Meg," Thank you, Neil."
Neil," Cecilia? It's The Gold-man. How 'bout we fire up the ol' Segway and find a nice, quiet field to do long division in? I-I mean 'a nice, quiet field in which to do long division', sorry. {holds hand up to the phone} Sorry, everybody. {back to talking on the phone} Ok, I'm on my way."
Meg, He's going back to Cecilia? I can't believe I'm actually jealous.
Lois, I can't believe I actually touched him.
Peter," I still can't believe it's not butter! {laughs} Next week, I run for mayor of Quahog. Do I have what it takes? We'll find out, don't miss it."
Meg," Well, here we are again. Another Saturday night with basic cable."
Stewie," Yep. {sigh} I suppose none of us are really cut out for love, and we--OH MY GOD! JEREMY'S STILL IN THE TRUNK! Oh God, how long's it been? Uh...let's see...two weeks, yep. Yep, he's dead. Definitely dead."
s like I tell the other volunteers down at the adoption center," My God, you know, if I could just take all the orphans in the world... and just, you know, buy a farm somewhere... and let them all run free, you know."
 Just as I thought," France, art... murder?"
A little hint, all the answers have to do with something here at the school.
Peter," You know what grinds my gears? This Lindsay Lohan. You just get up there half-naked and what? Jiggling them little things about. What do you want? What do you want, Lindsay? Tell me what you want! I'll tell you what you want: nothing! You want nothing that's what you want. And that's ""What grinds my gears."""
Lois, Us women can be stupid sometimes. That's why I went back to men.
Meg," oh... okay, mom... See you later. [walks out]"
Chris, [moves closer to Lois] Go on...
Diane," And now, neglectful father and Quahog's newest social pariah, Peter Griffin, with another segment of ""Grind My Gears"". Peter?"
Peter," Thank you, Diane. You know what really grinds my gears? People in the nineteenth century. Why don't they get with the freakin' program? It's called an automobile, folks. It's much faster than a horse! Oh. Well, it appears I've been fired. Well, as long as I’m no longer working here, let me tell you something; you know what really grinds my gears? You, America. FUCK you!"
Brian," So, is it just pool water that turns you into a sniveling girl, or all water?"
Stewie," Mom! Brian just asked me if it's just pool water that turns me into a sniveling girl, or all water!"
Peter," You know, that really grinds my gears. Where in the bible does it say that a man can't fire off some knuckle-children in the privacy of his own neighbor's living room while his neighbor's at work because I don't have a DVD player? Well, I don't know where it says it because the Bible was way too long to read!"
Stewie," Hell? Well, that's a bit much, don't you think? Sure I've devoted my life to killing my mother, but who hasn't? You know for Hell, this isn't really that bad."
Diane Simmons," Now, let's go to Ollie Williams with the Adopt-a-Pet of the week."
Ollie Williams, Who wants this dog!?
Diane Simmons," Thanks, Ollie. And now, let's go to Peter Griffin with ""Ya Know What Really Grinds My..."""
Diane Simmons," Tom, what are you doing? You don't work here anymore."
Tom Tucker," Well, Diane, I have an exclusive story. And I can't figure out how to check my e-mail from home."
Ollie Williams, Did you check your TCP/IP settings!?
Tom Tucker," Yes I did, Ollie."
Ollie Williams, Enable cookies!?
Tom Tucker," Yes, Ollie."
Ollie Williams, You want this dog!?
Tom Tucker," No, thank you, Ollie."
Lois," Come on, Stewie, there's no need to be afraid, it won't bite you."
Stewie," Shut up! Stupid! What a stupid thing to say! You drown in it, you moron! It doesn't have to bite you!"
Peter," You know what really grinds my gears? Nobody's come up with a new priest and a rabbi joke in like thirty years. You know? I mean, okay, ah, umm. Priest and a rabbi go, go onto the supermarket, and, uh, the priest wants to buy a ham. And the rabbi says, ""Ah, I can't eat it. It's forbidden."" Couldn't eat it. Not allowed, pigs are like superheroes to them. Is it perfect? No, but I, I don't see you coming up with anything. And that, people, is what grinds my gears."
Stewie," [after Brian walks in on Stewie shaving himself] Umm, you know, feel free to say no to this, but... would you shave my coin purse?"
Peter," Hey, Stewie. How about Daddy teaches you how to swim?"
Stewie, Go... away... fat man. [Peter picks up Stewie] Dah! What do you think you're doing? No means no!
Peter," Come on, Stewie! In... the... pool!"
Stewie," No! No, I don't want to die! I want to live! Live!"
Peter Griffin, Another thing that grinds my gears is when I can't find the droids I'm looking for.
Stormtrooper," Yeah, me too. What gives with that?"
Stewie," Look, I really don't want to go to hell, but I can't stop my nature. I'm just a hateful person."
Brian, You're not hateful you just need to control your anger. Like I do.
Stewie," Oh, you mean by being sauced all day! Wait a minute! Of Course! That's it! If I'm drunk I'll be calm and if I'm calm I'll be nice, and if I'm nice, then I won't go to hell. Fix me a highball I'm going to get good and tight!"
Gandhi," [doing stand-up comedy] And Americans are all like, ""Hey, bitch!"" and the Indian people, we do not call our women in such a way."
Tom Tucker," Pay attention to me! I'm trying to ruined you! You want to see me, sir?"
Stewie," OK, now, if I get a fax, can I stay online and still receive the fax without a dedicated line?"
Foreign Employee," Yeah, you can put a piece of paper in here and make, like, a phone call, and your friend will get another piece of paper with the same picture."
Stewie, ...Can I possibly speak to someone who didn't come to this country on a floating door?
Lois," Kids, can we have some privacy please?"
Peter," Yeah, you guys are more annoying than that announcer on those TV commercials."
Al Harrington," Wacky Waving Inflatable Arm Flailing Tube Man! Wacky Waving Inflatable Arm Flailing Tube Man! Wacky Waving Inflatable Arm Flailing Tube Man! Hi, I'm Al Harrington, President and CEO of Al Harrington's Wacky Waving Inflatable Arm Flailing Tube Man Emporium and Warehouse! Thanks to a shipping error, I am now currently overstocked on Wacky Waving Inflatable Arm Flailing Tube Men, and I am passing the savings onto YOU! Attract customers to your business, make a splash at your next presentation, keep Grandma company, protect your crops, confuse your neighbours! African-American? Hail a cab! Testify in Church or just raise the roof! Whatever your Wacky Waving Inflatable Arm Flailing Tube Man needs are, so come on down to Al Harrington's Wacky Waving Inflatable Arm Flailing Tube Man Emporium and Warehouse! Route 2 in WEEKAPAUG!"
Peter," Before you know it, Meg will be beating guys off with two hands!"
Stewie," Forgive me, Mr. Oinkbaum, you will be missed. [hits piggy bank with a hammer] There we are."
Brian, What are you doing?
Stewie," None of your beeswax, Ramona. But if you must know, I need a plane ticket to San Francisco."
Brian," Pfah! Good luck, plane tickets are about 450 bucks."
Stewie," Four hundred... Brian, hit me in the mouth."
Brian, What? Why?
Stewie, I hear this Tooth Fairy gives you money for your teeth. Have at it!
Brian," Uh, OK. [goes to take a swing at Stewie]"
Stewie," NO, NO, DON'T, DON'T, DON'T, STOP, STOP! [Brian lowers his fist] Why did you stop? I said hit me!"
Brian, You flinched.
Stewie," Well, of course I flinched, you were going to hit me!"
Brian, Well make up your mind! What do you want me to do?
Stewie," Hit me! [Brian tries again] ARGH! No, no! Don't! Don't! [Brian sighs] I'm sorry, look, I know I'm being hard to read- OOF!"
Stewie," Oh, there you are. I thought you should- What are you doing?"
Brian, Paying bills.
Stewie, What bills? You have bills?
Brian," Well, there's cable and-"
Stewie, Peter pays for the cable!
Brian," It's at this, uh...It's at this girl's house. Do you want something?"
Stewie, Yes. I'm still short for my trip. I've only got $200. I suggest you pony up the difference immediately or I'll e-mail the contents of your hard drive to the F.B.I.!
Brian," What are you talking about? There's nothing on there. [Stewie shows him a nude picture of himself on Brian's computer] Stewie, why is it so hard to accept that Peter's your real father?"
Stewie, Because he's an idiot. You remember that time he went to The Today Show?.
Katie Couric, Coming up on Today. Tom Cruise has a new movie. We're gonna be talking to him.
Peter, [knocking on glass] Katie.
Katie Couric, Funnyman Al Franken will be stopping by for a visit.
Peter, [knocking on glass] Katie!
Katie Couric, And Wolfgang Puck shares his recipe for apple strudel.
Peter, [knocking on glass] Katie!
Katie Couric, So stay tuned because we've got all this and more coming up in the next hour.
Peter, [breaks through glass and yells..] Katie!
Katie Couric, WHAT!?
Peter," Oh, well, never mind."
Quagmire," Hey, Brian, what do you think of my sign?"
Brian," Quagmire's Cross Country Tour. Uh, Isn't there an 'O' in Country?"
Quagmire," No. Look out, California, here I come! He he he!"
Stewie, California! [takes his tryke and throws it in the Winnebago]
Brian, What are you doing?
Stewie," Well, you heard Captain Syphilis, we're going to California!"
Stewie," Oh, they won't even know we're gone. [pulls a pad out from his pocket and pushes a button. A robot Stewie and a robot Brian come out of Stewie's closet]"
Robot Stewie," Damn you, vile woman. Blast. What the deuce?"
Robot Brian, I am a tool. Stewie is much better than me at everything including arts and crafts and the guitar. I have no friends.
Quagmire, Glad you guys are joinin' me.
Stewie," Hey, did you guys see Three Men and a Baby?"
Brian, Yeah.
Stewie, Did you know there's a ghost in there behind the window?
Brian, That's an urban legend. It's just a piece of cardboard.
Stewie," No, it's a ghost. I heard."
Brian, You heard from who?
Stewie," From, um...uh...Lois?"
Brian," Yeah, right."
Stewie, Cleveland?
Brian, No.
Stewie, Death?
Brian, No.
Stewie, Greased Up Deaf Guy?
Brian, He said that?
Brian, What are you doing?
Stewie, Your knight was at king's rook six.
Brian," No, my bishop was at king's rook six. My knight was at queen five."
Stewie," No, no, no."
Brian, Yes. Yes. I was sitting right- I saw right-
Stewie, No. In your dreams your knight was at queen five. Yeah...
Stewie, Oh! Look at that! Look at that! Now your knight is at refrigerator five.
Brian, That's real mature.
Stewie," Yeah, well, who comes out a winner? Me. [imitates audience cheering] Griffin once again. Undefeated champion of the world!"
Brian, Are you alright?
Stewie, NEVER BETTER! I GOT SOME PEP PILLS FROM A TRUCKER AT THE LAST STOP! KEEPS ME AWAKE!
Brian,You took pills?
Stewie," WEST COAST TURNAROUNDS! TRUCKER SAID TO ONLY TAKE ONE, BUT I TOOK ALL OF THEM!"
Brian," Look, maybe you should slow down..."
Stewie, WHY? WE'RE MAKING GOOD TIME!
Brian, We're not even on the road.
Stewie, HUH?
Brian, I said we're not even on the road!
Stewie," DON'T NEED TO BE! COMPASS SAYS WEST, THAT'S WHERE WE'RE HEADED!"
Brian," Stewie, we're in the middle of the desert."
Stewie," I KNOW! IMAGINE THE NADS ON THOSE GUYS WHO DID THIS IN A WAGON! PIONEERS, BRIAN! WE SHARE THEIR SPIRIT! MANIFEST DESTINY!"
Brian," OK, that's it, give me the wheel!"
Stewie, GO TO HELL!
Stewie," Oh my god, Brian! Do you see what I see?"
Brian, A Dr. Pepper machine!
Stewie," Yes! I can taste it now! [The two rush to the machine laughing, then get there and their faces fall]"
Brian," Dammit, it was a mirage."
Stewie," Ugh, an RC Cola machine..."
Wilford Brimley," Hi, I'm Wilford Brimley and I have diabetes. It hurts me to pee and it causes me to be short with my family. I can't sleep at night. The other day I stubbed my toe and took it out on the dog. And two weeks ago I ran out of vanilla ice cream and struck my wife. Then I find out my wife has been dead for six years. Who the hell did I hit?"
Lois," Chris, I'm gonna teach you to be an affable, desirable young man who doesn't smell like the inside of a wool hat."
Chris, Why you gotta break balls?
Cheetara," Hey, Lion-O, what's going on?"
O," I'm not sure, Cheetara. But, I've gotta bad feeling Mumm-Ra is up to something."
Cheetara, Hmm. I'll be right back. I'll be right back I'm gonna use the john.
O, Eye of Thundera give me sight beyond sight.
Snarf," Lion-O, what are you doing? Snarf, snarf."
O," Oh, hey, uh. Not much, not much. You wanna do uh, get wasted or something?"
Stewie," Smells like Head and Shoulders, but you don't have dandruff."
Stu, Exactly!
Stewie, Aah!
Stewie," [to Stu] I could handle the crappy apartment and the pedestrian job, but now you're telling me I'm a 35-year old Parade magazine reading virgin?!"
Stewie, [whispering to Stu] You listen to me Stewart Griffin! You march in there right now and [looks into a book] insert your penis into her vagina!
s boss at work," Hey, Stew! I heard about what you did with Fran last night. Y'know, Interoffice sex is prohibited, regardless how hilariously brief and unsatisfying it was. You're fired."
Stu, Can I still read Parade?
Stewie," NO, YOU STILL CAN'T READ PARADE!"
Stu, We'll have to borrow the money from Mommy and Daddy. [Stewie leaps onto Stew's head and peels back his eyelids] AH!
Stewie, Never call them that again! It's Lois and the Fatman! Do you hear me?
Stu," Yes, yes!"
Vanessa," Ah, screw him! That fuckin' kid's from Guam. Probably only speaks Spanish or some shit."
Stewie," Let me tell you something, Nessa, a bullet sounds the same in every language. So stick a fucking sock in it, you cow."
Old Lois," Hi, Glenn. How's your arthritis?"
Old Quagmire," Good, but since you walked in here I'm feeling a little stiff. Giggity Gig...oh, I just pooped a little."
Old Cleveland in a slow voice, Oh... that's... nas... ty.
We now return to, Freddy got fingered.
Our top story , a local woman loses her sex drive
Peter Griffin," Ah, see, that's an even more beautiful sight than 72 virgins waiting in Heaven for a suicide bomber!"
Suicide Bomber, [gleefully] Here I am! [looks shocked to see a bunch of male happy sci-fi geeks in costumes playing on computers]
Nerd in Wizard Costume," [looks up, smiling] We're playing ""Magic: The Gathering""! Wanna join?"
Suicide Bomber, [angrily yells at sky] OSAMA!!!!
Peter Griffin," [furious] We don't know him! In fact, he could possibly not even be a real boy! He could be just two crafty dwarves in an overcoat, wanting to see what sex with a big person's like! Is that what you want, Lois?! Two crafty dwarves in an overcoat gettin' in bed with your only daughter... Wait, do dwarves grant wishes?"
Lois Griffin," No, Peter. They're ordinary people, just like you and me."
Peter Griffin," Well, goodbye phone in the bathroom, but still, Lois, its the same point I'm trying to make!"
 Hartman," Mr. and Mrs. Griffin, I'm afraid your coma's in a daughter. [bursts out laughing] I mean, I mean... I mean your daughter's in a coma! What-- oh my God, did, did you hear what I said?! [babbles] Brain freeze! [laughs] Oh, my God! Oh, that one is going in the Christmas letter!"
Peter Griffin," I never realized how much I've taken her for granted. I mean, she's my only daughter, and I feel like I never treated her as well as I should have."
Peter Griffin," Hey, Meg, you got something on your shirt. [points to her shirt. She looks down, and he flicks her nose and laughs."
Meg Griffin," Hi, Dad. [Peter quickly pulls out a gun and shoots her; she falls over, bleeding]"
Lois Griffin," Oh, don't be too hard on yourself, Peter. We all do things that we're not proud of."
Peter Griffin," Well, I am gonna change! You hear me, Meg? If you come out of this, I am gonna treat you like a princess for the rest of your life. 'Cause I've been a worse father than Abraham."
Isaac, You wanna tell me what the fuck THAT was!?
Stewie," Hey, Brian. Knock-knock."
Brian, Who's there?
Stewie, [whispering] Two friends building a house together.
Meg Griffin," Yeah, and I can't believe how you stood up to Connie D'Amico for me."
Amico," Hey, Meg."
Meg Griffin," Uh, hi, Connie."
Amico, I can't fit all my books in my locker. Could I put the rest of them on your ginormous ass? [she and her friends laugh. Peter walks in]
Peter Griffin," Hey, Connie. Hi, Peter Griffin. Meg's father. Say, uh, can you do me a favor? Uh, you see that fire extinguisher there? [Peter starts smashing her head in it repeatedly]"
Meg Griffin," Dad, that's enough! [tries to pull him away] Dad, that's enough! THAT'S ENOUGH, DAD!"
 Stoneberg," So, why exactly do you want this separation?"
Fred Flintstone," Well, Mr. Stoneberg, in a nutshell, the cat put me outside. I was banging on the door for like, twenty minutes shouting, ""Wilma!"""
Wilma Flintstone, I didn't hear you.
Fred Flintstone," Oh, there's no way you didn't hear me."
Wilma Flintstone, I was in the shower.
Fred Flintstone," Oh, she was in the shower."
Wilma Flintstone," [overlapping with Fred] The elephant's trunk was on full blast; I couldn't hear you. And besides, you're always yelling about something! How the hell am I supposed to know when to pay attention?!"
Fred Flintstone," [overlapping with Wilma] You could have been right on the other side of the door, and you wouldn't have done a damn thing! All you do is spend my money on expensive clothes and hair-dos! [wilma stops] But when I wanna get my rocks off, you're nowhere to be found, you passive-agressive bitch!"
Peter, I just want to talk to him.
Meg, Why do you have a shotgun?
Peter, I just want to talk to him.
Meg," Dad, this is ridiculous!"
Peter, I just want to talk to him.
Meg, Put that gun away!
Peter, I just want to talk to him.
Meg," What are you doing, it's not his fault."
Peter, I just want to shoot him.
Lois Griffin," Look, Why don't you just talk to him? You might find out he's not so bad."
Peter Griffin," Alright, Lois, but I know what my gut tells me. [turns and faces the camera] And right now, it's telling me I have... [the word ""Indigestion"" appears over his stomach, which swells]"
Deep Voice, INDIGESTION!
Peter Griffin," But, I'll suck it up and talk to Michael. [turns his backside to the camera] Even though I've also got... [the word ""Diarrhea"" appears on his butt, which also swells]"
Deep Voice, DIARRHEA!
Michael," Uh, Meg, I'm not sure, but I think your dad is sitting at that table over there."
Meg Griffin, What? Where?
Michael," Well, I can't tell if it's him. I, I think he's wearing some kind of disguise. [camera pans to the right to reveal Peter sitting at another table, dressed in a stereotypical Asian man disguise]"
Meg Griffin," Oh my God, Dad! [she and Michael walk up to him] What do you think you're doing?"
Meg Griffin," [annoyed] I didn't say ""Peter"". I said ""Dad""!"
Peter Griffin, [has a slow look of realization on his face; still in fake Asian accent] Ohhhhhhhhh...
Stewie," All right, Brian, I'm gonna go up to the upper level and run this wire down through the wall. Grab your walkie; I'll call you when I get up there."
Brian, Okay. [Stewie leaves with the wire and a walkie-talkie]
Stewie," Brian, pick up. Over."
Brian, What?
Stewie," Brian, please say ""over"" when you finish talking. Over."
Brian, What? Over.
Stewie, Do you see the wire yet? Over.
Brian, No.
Stewie, No... what? Over.
Brian, No. Over.
Stewie," Okay, I'm gonna start feeding it through. Over."
Brian," Wait, if you haven't started feeding it, why'd you ask me if I could see it?"
Stewie, Didn't copy that. Over.
Brian," I said, why'd you ask me if I could see it if you haven't started feeding it? Over."
Stewie," Oh, that's better, I can hear you now. Over. You see it yet? Over."
Brian," You know, you're a jackass. For the record, I don't wanna hang out with you anymore when this is over."
Stewie," When this is what, Brian? Over."
Brian," I said, I don't wanna hang out with you anymore when this is over."
Stewie, When this is what? You gotta finish your sentence. Over.
Brian, That's it. My sentence is over.
Stewie," Your sentence is what, Brian? Over."
Brian," My sentence is... Wait a minute, I have to say ""over"" even if the sentence ends with the word ""over""?"
Stewie," Ends with the word what, Brian? Over. [the wire finally comes down from the wall]"
Brian," Oh, I see the wire."
Stewie," You see the wire what, Brian? Over."
Brian, [grabs the wire and pulls hard] OVER!
Stewie," So, listen. Uh, we're gonna wanna be leaving now."
Brian, Why?
Stewie, Because I just emptied a full tank of gasoline and lit a match; We've got about five seconds. [they run out of the house before it explodes]
Brian, Didn't we have an electrician in there today?
Stewie," Uh, he left. Uh, pretty sure he left."
Brian, Isn't that his truck? [camera pans to the electrician's truck]
Stewie," Well, by God, Brian, we're murderers. I guess this means you'll be going to Doggy Hell."
Lois," Meg, are you sure you wanna go through with this? [marrying Michael] You know, there are other options."
Meg," Mom, I'm not getting an abortion!"
Lois," Well, I'm not saying an abortion, per se. Maybe you just drink and smoke a lot."
Meg, What?!
Lois," Just don't start doing it, and then chicken out halfway through the pregnancy because then you'll wind up with Chris."
Neil Goldman, Hello.
Chris Griffin," Hi. Name, please."
Neil Goldman, Neil Goldman.
Chris Griffin," [checks his list] Goldman, Goldman. Sorry, no Neil Goldman."
Neil Goldman," Oh, I beg your pardon. I meant to say Chris Griffin."
Chris Griffin," [checks his list] Griffin, Griffin. Oh, here it is. Says you're supposed to be an usher. [hands his list and pen to Neil] Well, you'll need this."
Neil Goldman," Name, please."
Chris Griffin, Chris Griffin.
Neil Goldman," [checks his list] Griffin, Griffin, hmm. I'm sorry, sir, Chris Griffin has already checked in."
Chris Griffin," Well, that's impossible!"
Brian," This is disgusting! It smells, it's falling apart, and you can hear the mice humping in the walls."
Mickey," Oh, that was so awesome!"
Lois," Wow, Peter, I got to say. You've really been true to your word about treating Meg better."
Peter," She's my only daughter, Lois. She needs to be protected, like a rare gemstone or the herniated scrotum of an older gentleman."
Peter," So, you are here to take out my daughter. What are your intentions?"
Michael," I just think Meg is really cool, and I want to get to know her better."
Peter," You know, Michael, my daughter's womb is not a wild fire for you to douse with your adolescent seed."
Michael, I understand.
Peter," Do you, Michael? Do you? We'll see. Let me ask you a question. You ever sit on your arm till it falls asleep and then play with yourself and pretend like somebody else is doing it?"
Michael, Honestly... yes.
Peter, Not anymore you don't 'cause you're going out with my daughter.
Meg, I'm pregnant!
Chris," Dad, I swear to God. I didn't know that when I set you up with her."
James Woods," Hello, officer. Would you be kind enough to remove this trespasser from my home?"
Peter, What are you talkin' about? This is my house!
James Woods," No, this house belongs to Peter Griffin. [pulls out Peter's wallet] And that's me."
Joe," [going through the contents] Hm, driver's license, social security card, passport, title to the house... [sighs] This puts me in a tough spot."
Lois," Joe, you can't possibly believe this! You know who Peter is!"
Joe," I know, Lois, but this man has all the paperwork."
Brian," Oh, come on! This is identity theft!"
Joe," I hate to have to do this, but I'm afraid legally I have no choice. [to Peter] I'm gonna have to ask you to leave, sir."
